6, 0, 0, 191, 191, 191
7, 0, 0, 191, 191, 191
8, 0, 0, 191, 191, 191
9, 0, 0, 191, 191, 191
10, 0, 0, 191, 191, 191
4, 1, 0, 191, 191, 191
5, 1, 0, 191, 191, 191
6, 1, 0, 191, 191, 191
7, 1, 0, 191, 191, 191
8, 1, 0, 191, 191, 191
9, 1, 0, 191, 191, 191
10, 1, 0, 191, 191, 191
11, 1, 0, 191, 191, 191
12, 1, 0, 191, 191, 191
4, 2, 0, 191, 191, 191
5, 2, 0, 191, 191, 191
6, 2, 0, 191, 191, 191
7, 2, 0, 191, 191, 191
8, 2, 0, 191, 191, 191
9, 2, 0, 191, 191, 191
10, 2, 0, 191, 191, 191
11, 2, 0, 191, 191, 191
12, 2, 0, 191, 191, 191
4, 3, 0, 191, 191, 191
5, 3, 0, 191, 191, 191
6, 3, 0, 191, 191, 191
7, 3, 0, 191, 191, 191
8, 3, 0, 191, 191, 191
9, 3, 0, 191, 191, 191
10, 3, 0, 191, 191, 191
11, 3, 0, 191, 191, 191
12, 3, 0, 191, 191, 191
6, 4, 0, 191, 191, 191
7, 4, 0, 191, 191, 191
8, 4, 0, 191, 191, 191
9, 4, 0, 191, 191, 191
10, 4, 0, 191, 191, 191
4, 0, 1, 191, 191, 191
5, 0, 1, 191, 191, 191
6, 0, 1, 191, 191, 191
7, 0, 1, 191, 191, 191
8, 0, 1, 191, 191, 191
9, 0, 1, 191, 191, 191
10, 0, 1, 191, 191, 191
11, 0, 1, 191, 191, 191
12, 0, 1, 191, 191, 191
3, 1, 1, 191, 191, 191
10, 4, 16, 191, 191, 191
9, 4, 16, 191, 191, 191
8, 4, 16, 191, 191, 191
7, 4, 16, 191, 191, 191
13, 1, 1, 191, 191, 191
3, 2, 1, 191, 191, 191
6, 4, 16, 191, 191, 191
12, 3, 16, 191, 191, 191
13, 2, 1, 191, 191, 191
3, 3, 1, 191, 191, 191
11, 3, 16, 191, 191, 191
10, 3, 16, 191, 191, 191
9, 3, 16, 191, 191, 191
8, 3, 16, 191, 191, 191
13, 3, 1, 191, 191, 191
4, 4, 1, 191, 191, 191
5, 4, 1, 191, 191, 191
6, 4, 1, 191, 191, 191
7, 4, 1, 191, 191, 191
8, 4, 1, 191, 191, 191
9, 4, 1, 191, 191, 191
10, 4, 1, 191, 191, 191
11, 4, 1, 191, 191, 191
12, 4, 1, 191, 191, 191
3, 0, 2, 191, 191, 191
4, 0, 2, 191, 191, 191
5, 0, 2, 191, 191, 191
6, 0, 2, 191, 191, 191
7, 0, 2, 191, 191, 191
8, 0, 2, 191, 191, 191
9, 0, 2, 191, 191, 191
10, 0, 2, 191, 191, 191
11, 0, 2, 191, 191, 191
12, 0, 2, 191, 191, 191
13, 0, 2, 191, 191, 191
2, 1, 2, 191, 191, 191
7, 3, 16, 191, 191, 191
6, 3, 16, 191, 191, 191
14, 1, 2, 191, 191, 191
2, 2, 2, 191, 191, 191
5, 3, 16, 191, 191, 191
4, 3, 16, 191, 191, 191
14, 2, 2, 191, 191, 191
2, 3, 2, 191, 191, 191
12, 2, 16, 191, 191, 191
11, 2, 16, 191, 191, 191
14, 3, 2, 191, 191, 191
3, 4, 2, 191, 191, 191
4, 4, 2, 191, 191, 191
5, 4, 2, 191, 191, 191
6, 4, 2, 191, 191, 191
7, 4, 2, 191, 191, 191
8, 4, 2, 191, 191, 191
9, 4, 2, 191, 191, 191
10, 4, 2, 191, 191, 191
11, 4, 2, 191, 191, 191
12, 4, 2, 191, 191, 191
13, 4, 2, 191, 191, 191
2, 0, 3, 191, 191, 191
3, 0, 3, 191, 191, 191
4, 0, 3, 191, 191, 191
5, 0, 3, 191, 191, 191
6, 0, 3, 191, 191, 191
7, 0, 3, 191, 191, 191
8, 0, 3, 191, 191, 191
9, 0, 3, 191, 191, 191
10, 0, 3, 191, 191, 191
11, 0, 3, 191, 191, 191
12, 0, 3, 191, 191, 191
13, 0, 3, 191, 191, 191
14, 0, 3, 191, 191, 191
1, 1, 3, 191, 191, 191
10, 2, 16, 191, 191, 191
9, 2, 16, 191, 191, 191
15, 1, 3, 191, 191, 191
1, 2, 3, 191, 191, 191
8, 2, 16, 191, 191, 191
7, 2, 16, 191, 191, 191
15, 2, 3, 191, 191, 191
1, 3, 3, 191, 191, 191
6, 2, 16, 191, 191, 191
5, 2, 16, 191, 191, 191
15, 3, 3, 191, 191, 191
2, 4, 3, 191, 191, 191
3, 4, 3, 191, 191, 191
4, 4, 3, 191, 191, 191
5, 4, 3, 191, 191, 191
6, 4, 3, 191, 191, 191
7, 4, 3, 191, 191, 191
8, 4, 3, 191, 191, 191
9, 4, 3, 191, 191, 191
