19, 4, 0, 191, 191, 191
20, 4, 0, 191, 191, 191
21, 4, 0, 191, 191, 191
22, 4, 0, 191, 191, 191
23, 4, 0, 191, 191, 191
24, 4, 0, 191, 191, 191
25, 4, 0, 191, 191, 191
17, 5, 0, 191, 191, 191
18, 5, 0, 191, 191, 191
19, 5, 0, 191, 191, 191
20, 5, 0, 191, 191, 191
21, 5, 0, 191, 191, 191
22, 5, 0, 191, 191, 191
23, 5, 0, 191, 191, 191
24, 5, 0, 191, 191, 191
25, 5, 0, 191, 191, 191
26, 5, 0, 191, 191, 191
17, 6, 0, 191, 191, 191
18, 6, 0, 191, 191, 191
19, 6, 0, 191, 191, 191
20, 6, 0, 191, 191, 191
21, 6, 0, 191, 191, 191
22, 6, 0, 191, 191, 191
23, 6, 0, 191, 191, 191
24, 6, 0, 191, 191, 191
25, 6, 0, 191, 191, 191
26, 6, 0, 191, 191, 191
27, 6, 0, 191, 191, 191
17, 7, 0, 191, 191, 191
18, 7, 0, 191, 191, 191
19, 7, 0, 191, 191, 191
20, 7, 0, 191, 191, 191
21, 7, 0, 191, 191, 191
22, 7, 0, 191, 191, 191
23, 7, 0, 191, 191, 191
24, 7, 0, 191, 191, 191
25, 7, 0, 191, 191, 191
26, 7, 0, 191, 191, 191
27, 7, 0, 191, 191, 191
17, 8, 0, 191, 191, 191
18, 8, 0, 191, 191, 191
19, 8, 0, 191, 191, 191
20, 8, 0, 191, 191, 191
21, 8, 0, 191, 191, 191
22, 8, 0, 191, 191, 191
23, 8, 0, 191, 191, 191
24, 8, 0, 191, 191, 191
25, 8, 0, 191, 191, 191
26, 8, 0, 191, 191, 191
27, 8, 0, 191, 191, 191
17, 9, 0, 191, 191, 191
18, 9, 0, 191, 191, 191
19, 9, 0, 191, 191, 191
20, 9, 0, 191, 191, 191
21, 9, 0, 191, 191, 191
22, 9, 0, 191, 191, 191
23, 9, 0, 191, 191, 191
24, 9, 0, 191, 191, 191
25, 9, 0, 191, 191, 191
26, 9, 0, 191, 191, 191
18, 10, 0, 191, 191, 191
19, 10, 0, 191, 191, 191
20, 10, 0, 191, 191, 191
21, 10, 0, 191, 191, 191
22, 10, 0, 191, 191, 191
23, 10, 0, 191, 191, 191
24, 10, 0, 191, 191, 191
25, 10, 0, 191, 191, 191
26, 10, 0, 191, 191, 191
20, 11, 0, 191, 191, 191
21, 11, 0, 191, 191, 191
22, 11, 0, 191, 191, 191
23, 11, 0, 191, 191, 191
24, 11, 0, 191, 191, 191
18, 3, 1, 191, 191, 191
19, 3, 1, 191, 191, 191
20, 3, 1, 191, 191, 191
21, 3, 1, 191, 191, 191
22, 3, 1, 191, 191, 191
23, 3, 1, 191, 191, 191
24, 3, 1, 191, 191, 191
25, 3, 1, 191, 191, 191
26, 3, 1, 191, 191, 191
16, 4, 1, 191, 191, 191
17, 4, 1, 191, 191, 191
18, 4, 1, 191, 191, 191
24, 11, 29, 191, 191, 191
23, 11, 29, 191, 191, 191
22, 11, 29, 191, 191, 191
21, 11, 29, 191, 191, 191
20, 11, 29, 191, 191, 191
26, 10, 29, 191, 191, 191
25, 10, 29, 191, 191, 191
26, 4, 1, 191, 191, 191
27, 4, 1, 191, 191, 191
28, 4, 1, 191, 191, 191
15, 5, 1, 191, 191, 191
16, 5, 1, 191, 191, 191
24, 10, 29, 191, 191, 191
23, 10, 29, 191, 191, 191
22, 10, 29, 191, 191, 191
27, 5, 1, 191, 191, 191
28, 5, 1, 191, 191, 191
29, 5, 1, 191, 191, 191
15, 6, 1, 191, 191, 191
16, 6, 1, 191, 191, 191
21, 10, 29, 191, 191, 191
20, 10, 29, 191, 191, 191
28, 6, 1, 191, 191, 191
29, 6, 1, 191, 191, 191
15, 7, 1, 191, 191, 191
16, 7, 1, 191, 191, 191
19, 10, 29, 191, 191, 191
18, 10, 29, 191, 191, 191
28, 7, 1, 191, 191, 191
29, 7, 1, 191, 191, 191
15, 8, 1, 191, 191, 191
16, 8, 1, 191, 191, 191
26, 9, 29, 191, 191, 191
25, 9, 29, 191, 191, 191
28, 8, 1, 191, 191, 191
29, 8, 1, 191, 191, 191
15, 9, 1, 191, 191, 191
16, 9, 1, 191, 191, 191
24, 9, 29, 191, 191, 191
23, 9, 29, 191, 191, 191
22, 9, 29, 191, 191, 191
27, 9, 1, 191, 191, 191
28, 9, 1, 191, 191, 191
16, 10, 1, 191, 191, 191
17, 10, 1, 191, 191, 191
21, 9, 29, 191, 191, 191
20, 9, 29, 191, 191, 191
19, 9, 29, 191, 191, 191
18, 9, 29, 191, 191, 191
27, 10, 1, 191, 191, 191
28, 10, 1, 191, 191, 191
16, 11, 1, 191, 191, 191
17, 11, 1, 191, 191, 191
18, 11, 1, 191, 191, 191
19, 11, 1, 191, 191, 191
27, 8, 29, 191, 191, 191
26, 8, 29, 191, 191, 191
